regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
Norte,PA,,15,,,,2020-05-07,19,8602865,5524,507.0,410,18.0,,,
Norte,PA,,15,,,,2020-05-08,19,8602865,6141,617.0,515,105.0,,,
Norte,PA,,15,,,,2020-05-09,19,8602865,6775,634.0,578,63.0,,,
Norte,PA,,15,,,,2020-05-10,20,8602865,7256,481.0,652,74.0,,,
Norte,PA,,15,,,,2020-05-11,20,8602865,7563,307.0,708,56.0,,,
Norte,PA,,15,,,,2020-05-12,20,8602865,8616,1053.0,864,156.0,,,
Norte,PA,,15,,,,2020-05-13,20,8602865,9618,1002.0,946,82.0,,,
Norte,PA,,15,,,,2020-05-14,20,8602865,10867,1249.0,1063,117.0,,,
Norte,PA,,15,,,,2020-05-15,20,8602865,12109,1242.0,1145,82.0,,,
Norte,PA,,15,,,,2020-05-16,20,8602865,13184,1075.0,1199,54.0,,,
Norte,PA,,15,,,,2020-05-17,21,8602865,13864,680.0,1239,40.0,,,
Norte,PA,,15,,,,2020-05-18,21,8602865,14734,870.0,1329,90.0,,,
Norte,PA,,15,,,,2020-05-19,21,8602865,16295,1561.0,1519,190.0,,,
Norte,PA,,15,,,,2020-05-20,21,8602865,18135,1840.0,1633,114.0,,,
Norte,PA,,15,,,,2020-05-21,21,8602865,19756,1621.0,1852,219.0,,,
Norte,PA,,15,,,,2020-05-22,21,8602865,21469,1713.0,1937,85.0,,,
Norte,PA,,15,,,,2020-05-23,21,8602865,22697,1228.0,2001,64.0,,,
Norte,PA,,15,,,,2020-05-24,22,8602865,24125,1428.0,2148,147.0,,,
Norte,PA,,15,,,,2020-05-25,22,8602865,26077,1952.0,2372,224.0,,,
Norte,PA,,15,,,,2020-05-26,22,8602865,28600,2523.0,2469,97.0,,,
Norte,PA,,15,,,,2020-05-27,22,8602865,31033,2433.0,2545,76.0,,,
Norte,PA,,15,,,,2020-05-28,22,8602865,33699,2666.0,2704,159.0,,,
Norte,PA,,15,,,,2020-05-29,22,8602865,36486,2787.0,2827,123.0,,,
Norte,PA,,15,,,,2020-05-30,22,8602865,37296,810.0,2900,73.0,,,
Norte,PA,,15,,,,2020-05-31,23,8602865,37961,665.0,2923,23.0,,,
Norte,PA,,15,,,,2020-06-01,23,8602865,38046,85.0,2925,2.0,,,
Norte,PA,,15,,,,2020-06-02,23,8602865,41207,3161.0,3040,115.0,,,
Norte,PA,,15,,,,2020-06-03,23,8602865,44774,3567.0,3193,153.0,,,
Norte,PA,,15,,,,2020-06-04,23,8602865,48049,3275.0,3416,223.0,,,
Norte,PA,,15,,,,2020-06-05,23,8602865,50960,2911.0,3538,122.0,,,
Norte,PA,,15,,,,2020-06-06,23,8602865,53176,2216.0,3612,74.0,,,
Norte,PA,,15,,,,2020-06-07,24,8602865,54271,1095.0,3678,66.0,,,
Norte,PA,,15,,,,2020-06-08,24,8602865,56032,1761.0,3772,94.0,,,
Norte,PA,,15,,,,2020-06-09,24,8602865,59148,3116.0,3853,81.0,,,
Norte,PA,,15,,,,2020-06-10,24,8602865,62095,2947.0,3927,74.0,,,
Norte,PA,,15,,,,2020-06-11,24,8602865,64126,2031.0,4030,103.0,,,
Norte,PA,,15,,,,2020-06-12,24,8602865,66328,2202.0,4132,102.0,,,
Norte,PA,,15,,,,2020-06-13,24,8602865,68510,2182.0,4177,45.0,,,
Norte,PA,,15,,,,2020-06-14,25,8602865,69179,669.0,4191,14.0,,,
Norte,PA,,15,,,,2020-06-15,25,8602865,69224,45.0,4201,10.0,,,
Norte,PA,,15,,,,2020-06-16,25,8602865,71243,2019.0,4291,90.0,,,
Norte,PA,,15,,,,2020-06-17,25,8602865,74192,2949.0,4350,59.0,,,
Norte,PA,,15,,,,2020-06-18,25,8602865,76623,2431.0,4395,45.0,,,
Norte,PA,,15,,,,2020-06-19,25,8602865,80072,3449.0,4469,74.0,,,
Norte,PA,,15,,,,2020-06-20,25,8602865,82881,2809.0,4519,50.0,,,
Norte,PA,,15,,,,2020-06-21,26,8602865,84654,1773.0,4583,64.0,,,
Norte,PA,,15,,,,2020-06-22,26,8602865,86020,1366.0,4605,22.0,,,
Norte,PA,,15,,,,2020-06-23,26,8602865,88636,2616.0,4672,67.0,,,
Norte,PA,,15,,,,2020-06-24,26,8602865,91708,3072.0,4726,54.0,,,
Norte,PA,,15,,,,2020-06-25,26,8602865,94036,2328.0,4748,22.0,,,
Norte,PA,,15,,,,2020-06-26,26,8602865,96472,2436.0,4803,55.0,,,
Norte,PA,,15,,,,2020-06-27,26,8602865,99313,2841.0,4834,31.0,,,
Norte,PA,,15,,,,2020-06-28,27,8602865,100443,1130.0,4845,11.0,,,
Norte,PA,,15,,,,2020-06-29,27,8602865,101207,764.0,4870,25.0,,,
Norte,PA,,15,,,,2020-06-30,27,8602865,103206,1999.0,4920,50.0,,,
Norte,PA,,15,,,,2020-07-01,27,8602865,105853,2647.0,4960,40.0,,,
Norte,PA,,15,,,,2020-07-02,27,8602865,108067,2214.0,5004,44.0,,,
Norte,PA,,15,,,,2020-07-03,27,8602865,110411,2344.0,5050,46.0,,,
Norte,PA,,15,,,,2020-07-04,27,8602865,112531,2120.0,5069,19.0,,,
Norte,PA,,15,,,,2020-07-05,28,8602865,113811,1280.0,5096,27.0,,,
Norte,PA,,15,,,,2020-07-06,28,8602865,114535,724.0,5105,9.0,,,
Norte,PA,,15,,,,2020-07-07,28,8602865,116152,1617.0,5128,23.0,,,
Norte,PA,,15,,,,2020-07-08,28,8602865,118744,2592.0,5169,41.0,,,
Norte,PA,,15,,,,2020-07-09,28,8602865,120731,1987.0,5196,27.0,,,
Norte,PA,,15,,,,2020-07-10,28,8602865,122674,1943.0,5224,28.0,,,
Norte,PA,,15,,,,2020-07-11,28,8602865,124934,2260.0,5274,50.0,,,
Norte,PA,,15,,,,2020-07-12,29,8602865,125714,780.0,5289,15.0,,,
Norte,PA,,15,,,,2020-07-13,29,8602865,126509,,5293,,,,
Norte,RO,,11,,,,2020-02-25,9,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-02-26,9,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-02-27,9,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-02-28,9,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-02-29,9,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-01,10,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-02,10,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-03,10,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-04,10,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-05,10,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-06,10,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-07,10,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-08,11,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-09,11,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-10,11,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-11,11,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-12,11,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-13,11,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-14,11,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-15,12,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-16,12,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-17,12,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-18,12,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-19,12,1777225,0,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-20,12,1777225,1,1.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-21,12,1777225,1,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-22,13,1777225,3,2.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-23,13,1777225,3,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-24,13,1777225,3,0.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-25,13,1777225,5,2.0,0,0.0,,,
Norte,RO,,11,,,,2020-03-26,13,1777225,5,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-02-25,9,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-02-26,9,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-02-27,9,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-02-28,9,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-02-29,9,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-01,10,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-02,10,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-03,10,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-04,10,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-05,10,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-06,10,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-07,10,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-08,11,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-09,11,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-10,11,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-11,11,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-12,11,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-13,11,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-14,11,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-15,12,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-16,12,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-17,12,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-18,12,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-19,12,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-20,12,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-21,12,605761,0,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-22,13,605761,2,2.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-23,13,605761,2,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-24,13,605761,2,0.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-25,13,605761,8,6.0,0,0.0,,,
Norte,RR,,14,,,,2020-03-26,13,605761,8,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-02-25,9,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-02-26,9,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-02-27,9,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-02-28,9,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-02-29,9,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-01,10,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-02,10,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-03,10,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-04,10,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-05,10,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-06,10,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-07,10,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-08,11,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-09,11,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-10,11,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-11,11,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-12,11,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-13,11,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-14,11,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-15,12,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-16,12,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-17,12,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-18,12,1572866,0,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-19,12,1572866,1,1.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-20,12,1572866,1,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-21,12,1572866,2,1.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-22,13,1572866,2,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-23,13,1572866,5,3.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-24,13,1572866,7,2.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-25,13,1572866,7,0.0,0,0.0,,,
Norte,TO,,17,,,,2020-03-26,13,1572866,7,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-02-25,9,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-02-26,9,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-02-27,9,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-02-28,9,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-02-29,9,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-01,10,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-02,10,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-03,10,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-04,10,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-05,10,4018650,0,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-06,10,4018650,1,1.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-07,10,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-08,11,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-09,11,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-10,11,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-11,11,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-12,11,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-13,11,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-14,11,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-15,12,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-16,12,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-17,12,4018650,1,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-18,12,4018650,9,8.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-19,12,4018650,11,2.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-20,12,4018650,13,2.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-21,12,4018650,26,13.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-22,13,4018650,26,0.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-23,13,4018650,29,3.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-24,13,4018650,33,4.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-25,13,4018650,39,6.0,0,0.0,,,
Sudeste,ES,,32,,,,2020-03-26,13,4018650,39,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-02-25,9,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-02-26,9,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-02-27,9,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-02-28,9,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-02-29,9,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-01,10,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-02,10,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-03,10,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-04,10,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-05,10,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-06,10,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-07,10,21168791,0,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-08,11,21168791,1,1.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-09,11,21168791,1,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-10,11,21168791,1,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-11,11,21168791,1,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-12,11,21168791,1,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-13,11,21168791,2,1.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-14,11,21168791,2,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-15,12,21168791,2,0.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-16,12,21168791,5,3.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-17,12,21168791,7,2.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-18,12,21168791,15,8.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-19,12,21168791,29,14.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-20,12,21168791,35,6.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-21,12,21168791,38,3.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-22,13,21168791,83,45.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-23,13,21168791,128,45.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-24,13,21168791,130,2.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-25,13,21168791,133,3.0,0,0.0,,,
Sudeste,MG,,31,,,,2020-03-26,13,21168791,153,20.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-02-25,9,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-02-26,9,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-02-27,9,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-02-28,9,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-02-29,9,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-01,10,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-02,10,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-03,10,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-04,10,17264943,0,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-05,10,17264943,1,1.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-06,10,17264943,1,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-07,10,17264943,2,1.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-08,11,17264943,3,1.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-09,11,17264943,3,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-10,11,17264943,8,5.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-11,11,17264943,13,5.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-12,11,17264943,16,3.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-13,11,17264943,16,0.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-14,11,17264943,22,6.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-15,12,17264943,24,2.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-16,12,17264943,31,7.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-17,12,17264943,33,2.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-18,12,17264943,45,12.0,0,0.0,,,
Sudeste,RJ,,33,,,,2020-03-19,12,17264943,65,20.0,2,2.0,,,
Sudeste,RJ,,33,,,,2020-03-20,12,17264943,109,44.0,2,0.0,,,
Sudeste,RJ,,33,,,,2020-03-21,12,17264943,119,10.0,3,1.0,,,
Sudeste,RJ,,33,,,,2020-03-22,13,17264943,186,67.0,3,0.0,,,
Sudeste,RJ,,33,,,,2020-03-23,13,17264943,233,47.0,4,1.0,,,
Sudeste,RJ,,33,,,,2020-03-24,13,17264943,305,72.0,6,2.0,,,
Sudeste,RJ,,33,,,,2020-03-25,13,17264943,370,65.0,6,0.0,,,
Sudeste,RJ,,33,,,,2020-03-26,13,17264943,421,51.0,9,3.0,,,
Sudeste,SP,,35,,,,2020-02-25,9,45919049,0,0.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-02-26,9,45919049,1,1.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-02-27,9,45919049,1,0.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-02-28,9,45919049,1,0.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-02-29,9,45919049,2,1.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-01,10,45919049,2,0.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-02,10,45919049,2,0.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-03,10,45919049,2,0.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-04,10,45919049,3,1.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-05,10,45919049,6,3.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-06,10,45919049,10,4.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-07,10,45919049,13,3.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-08,11,45919049,16,3.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-09,11,45919049,16,0.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-10,11,45919049,19,3.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-11,11,45919049,30,11.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-12,11,45919049,42,12.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-13,11,45919049,56,14.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-14,11,45919049,65,9.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-15,12,45919049,136,71.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-16,12,45919049,152,16.0,0,0.0,,,
Sudeste,SP,,35,,,,2020-03-17,12,45919049,164,12.0,1,1.0,,,
Sudeste,SP,,35,,,,2020-03-18,12,45919049,240,76.0,4,3.0,,,
Sudeste,SP,,35,,,,2020-03-19,12,45919049,286,46.0,4,0.0,,,
Sudeste,SP,,35,,,,2020-03-20,12,45919049,396,110.0,9,5.0,,,
Sudeste,SP,,35,,,,2020-03-21,12,45919049,459,63.0,15,6.0,,,
Sudeste,SP,,35,,,,2020-03-22,13,45919049,631,172.0,22,7.0,,,
Sudeste,SP,,35,,,,2020-03-23,13,45919049,745,114.0,30,8.0,,,
Sudeste,SP,,35,,,,2020-03-24,13,45919049,810,65.0,40,10.0,,,
Sudeste,SP,,35,,,,2020-03-25,13,45919049,862,52.0,48,8.0,,,
Sudeste,SP,,35,,,,2020-03-26,13,45919049,1052,190.0,58,10.0,,,
Sul,PR,,41,,,,2020-02-25,9,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-02-26,9,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-02-27,9,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-02-28,9,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-02-29,9,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-01,10,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-02,10,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-03,10,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-04,10,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-05,10,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-06,10,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-07,10,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-08,11,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-09,11,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-10,11,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-11,11,11433957,0,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-12,11,11433957,6,6.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-13,11,11433957,6,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-14,11,11433957,6,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-15,12,11433957,6,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-16,12,11433957,6,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-17,12,11433957,6,0.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-18,12,11433957,13,7.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-19,12,11433957,23,10.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-20,12,11433957,32,9.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-21,12,11433957,43,11.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-22,13,11433957,50,7.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-23,13,11433957,56,6.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-24,13,11433957,65,9.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-25,13,11433957,81,16.0,0,0.0,,,
Sul,PR,,41,,,,2020-03-26,13,11433957,102,21.0,0,0.0,,,
Sul,RS,,43,,,,2020-02-25,9,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-02-26,9,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-02-27,9,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-02-28,9,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-02-29,9,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-03-01,10,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-03-02,10,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-03-03,10,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-03-04,10,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-03-05,10,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-03-06,10,11377239,0,0.0,0,0.0,,,
Sul,RS,,43,,,,2020-03-07,10,11377239,0,0.0,0,0.0,,,
