regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,obitosAcumulado,Recuperadosnovos,emAcompanhamentoNovos
Norte,AC,,12,,,,2020-04-09,15,881935.0,62,2,,
Norte,AC,,12,,,,2020-04-10,15,881935.0,70,2,,
Norte,AC,,12,,,,2020-04-11,15,881935.0,72,2,,
Norte,AC,,12,,,,2020-04-12,16,881935.0,77,2,,
Norte,AC,,12,,,,2020-04-13,16,881935.0,90,3,,
Norte,AC,,12,,,,2020-04-14,16,881935.0,99,3,,
Norte,AC,,12,,,,2020-04-15,16,881935.0,101,3,,
Norte,AC,,12,,,,2020-04-16,16,881935.0,110,5,,
Norte,AC,,12,,,,2020-04-17,16,881935.0,135,5,,
Norte,AC,,12,,,,2020-04-18,16,881935.0,142,5,,
Norte,AC,,12,,,,2020-04-19,17,881935.0,163,6,,
Norte,AC,,12,,,,2020-04-20,17,881935.0,176,8,,
Norte,AC,,12,,,,2020-04-21,17,881935.0,195,8,,
Norte,AC,,12,,,,2020-04-22,17,881935.0,214,8,,
Norte,AC,,12,,,,2020-04-23,17,881935.0,227,10,,
Norte,AC,,12,,,,2020-04-24,17,881935.0,234,11,,
Norte,AC,,12,,,,2020-04-25,17,881935.0,258,11,,
Norte,AC,,12,,,,2020-04-26,18,881935.0,279,11,,
Norte,AC,,12,,,,2020-04-27,18,881935.0,279,14,,
Norte,AC,,12,,,,2020-04-28,18,881935.0,311,16,,
Norte,AC,,12,,,,2020-04-29,18,881935.0,354,17,,
Norte,AC,,12,,,,2020-04-30,18,881935.0,404,19,,
Norte,AC,,12,,,,2020-05-01,18,881935.0,486,19,,
Norte,AC,,12,,,,2020-05-02,18,881935.0,553,21,,
Norte,AC,,12,,,,2020-05-03,19,881935.0,657,24,,
Norte,AC,,12,,,,2020-05-04,19,881935.0,733,28,,
Norte,AC,,12,,,,2020-05-05,19,881935.0,817,29,,
Norte,AC,,12,,,,2020-05-06,19,881935.0,943,33,,
Norte,AC,,12,,,,2020-05-07,19,881935.0,1014,36,,
Norte,AC,,12,,,,2020-05-08,19,881935.0,1177,38,,
Norte,AC,,12,,,,2020-05-09,19,881935.0,1335,39,,
Norte,AC,,12,,,,2020-05-10,20,881935.0,1447,41,,
Norte,AC,,12,,,,2020-05-11,20,881935.0,1460,45,,
Norte,AC,,12,,,,2020-05-12,20,881935.0,1590,51,,
Norte,AC,,12,,,,2020-05-13,20,881935.0,1694,52,,
Norte,AC,,12,,,,2020-05-14,20,881935.0,1740,55,,
Norte,AC,,12,,,,2020-05-15,20,881935.0,1785,57,,
Norte,AC,,12,,,,2020-05-16,20,881935.0,1867,59,,
Norte,AC,,12,,,,2020-05-17,21,881935.0,1997,60,,
Norte,AC,,12,,,,2020-05-18,21,881935.0,2234,67,,
Norte,AC,,12,,,,2020-05-19,21,881935.0,2482,72,,
Norte,AC,,12,,,,2020-05-20,21,881935.0,2817,76,,
Norte,AC,,12,,,,2020-05-21,21,881935.0,3103,78,,
Norte,AC,,12,,,,2020-05-22,21,881935.0,3343,80,,
Norte,AC,,12,,,,2020-05-23,21,881935.0,3867,87,,
Norte,AC,,12,,,,2020-05-24,22,881935.0,4160,92,,
Norte,AM,,13,,,,2020-03-15,12,4144597.0,1,0,,
Norte,AM,,13,,,,2020-03-16,12,4144597.0,1,0,,
Norte,AM,,13,,,,2020-03-17,12,4144597.0,1,0,,
Norte,AM,,13,,,,2020-03-18,12,4144597.0,1,0,,
Norte,AM,,13,,,,2020-03-19,12,4144597.0,3,0,,
Norte,AM,,13,,,,2020-03-20,12,4144597.0,3,0,,
Norte,AM,,13,,,,2020-03-21,12,4144597.0,11,0,,
Norte,AM,,13,,,,2020-03-22,13,4144597.0,26,0,,
Norte,AM,,13,,,,2020-03-23,13,4144597.0,32,0,,
Norte,AM,,13,,,,2020-03-24,13,4144597.0,47,0,,
Norte,AM,,13,,,,2020-03-25,13,4144597.0,54,1,,
Norte,AM,,13,,,,2020-03-26,13,4144597.0,67,1,,
Norte,AM,,13,,,,2020-03-27,13,4144597.0,81,1,,
Norte,AM,,13,,,,2020-03-28,13,4144597.0,111,1,,
Norte,AM,,13,,,,2020-03-29,14,4144597.0,140,1,,
Norte,AM,,13,,,,2020-03-30,14,4144597.0,151,1,,
Norte,AM,,13,,,,2020-03-31,14,4144597.0,175,3,,
Norte,AM,,13,,,,2020-04-01,14,4144597.0,200,3,,
Norte,AM,,13,,,,2020-04-02,14,4144597.0,229,3,,
Norte,AM,,13,,,,2020-04-03,14,4144597.0,260,7,,
Norte,AM,,13,,,,2020-04-04,14,4144597.0,311,12,,
Norte,AM,,13,,,,2020-04-05,15,4144597.0,417,14,,
Norte,AM,,13,,,,2020-04-06,15,4144597.0,532,19,,
Norte,AM,,13,,,,2020-04-07,15,4144597.0,636,23,,
Norte,AM,,13,,,,2020-04-08,15,4144597.0,804,30,,
Norte,AM,,13,,,,2020-04-09,15,4144597.0,899,40,,
Norte,AM,,13,,,,2020-04-10,15,4144597.0,981,50,,
Norte,AM,,13,,,,2020-04-11,15,4144597.0,1050,53,,
Norte,AM,,13,,,,2020-04-12,16,4144597.0,1206,62,,
Norte,AM,,13,,,,2020-04-13,16,4144597.0,1275,71,,
Norte,AM,,13,,,,2020-04-14,16,4144597.0,1484,90,,
Norte,AM,,13,,,,2020-04-15,16,4144597.0,1554,106,,
Norte,AM,,13,,,,2020-04-16,16,4144597.0,1719,124,,
Norte,AM,,13,,,,2020-04-17,16,4144597.0,1809,145,,
Norte,AM,,13,,,,2020-04-18,16,4144597.0,1897,161,,
Norte,AM,,13,,,,2020-04-19,17,4144597.0,2044,182,,
Norte,AM,,13,,,,2020-04-20,17,4144597.0,2160,185,,
Norte,AM,,13,,,,2020-04-21,17,4144597.0,2270,193,,
Norte,AM,,13,,,,2020-04-22,17,4144597.0,2479,207,,
Norte,AM,,13,,,,2020-04-23,17,4144597.0,2888,234,,
Norte,AM,,13,,,,2020-04-24,17,4144597.0,3194,255,,
Norte,AM,,13,,,,2020-04-25,17,4144597.0,3635,287,,
Norte,AM,,13,,,,2020-04-26,18,4144597.0,3833,304,,
Norte,AM,,13,,,,2020-04-27,18,4144597.0,3928,320,,
Norte,AM,,13,,,,2020-04-28,18,4144597.0,4337,351,,
Norte,AM,,13,,,,2020-04-29,18,4144597.0,4801,380,,
Norte,AM,,13,,,,2020-04-30,18,4144597.0,5254,425,,
Norte,AM,,13,,,,2020-05-01,18,4144597.0,5723,476,,
Norte,AM,,13,,,,2020-05-02,18,4144597.0,6062,501,,
Norte,AM,,13,,,,2020-05-03,19,4144597.0,6683,548,,
Norte,AM,,13,,,,2020-05-04,19,4144597.0,7242,584,,
Norte,AM,,13,,,,2020-05-05,19,4144597.0,8109,649,,
Norte,AM,,13,,,,2020-05-06,19,4144597.0,9243,751,,
Norte,AM,,13,,,,2020-05-07,19,4144597.0,10099,806,,
Norte,AM,,13,,,,2020-05-08,19,4144597.0,10727,874,,
Norte,AM,,13,,,,2020-05-09,19,4144597.0,11925,962,,
Norte,AM,,13,,,,2020-05-10,20,4144597.0,12599,1004,,
Norte,AM,,13,,,,2020-05-11,20,4144597.0,12919,1035,,
Norte,AM,,13,,,,2020-05-12,20,4144597.0,14168,1098,,
Norte,AM,,13,,,,2020-05-13,20,4144597.0,15816,1160,,
Norte,AM,,13,,,,2020-05-14,20,4144597.0,17181,1235,,
Norte,AM,,13,,,,2020-05-15,20,4144597.0,18392,1331,,
Norte,AM,,13,,,,2020-05-16,20,4144597.0,19677,1375,,
Norte,AM,,13,,,,2020-05-17,21,4144597.0,20328,1413,,
Norte,AM,,13,,,,2020-05-18,21,4144597.0,20913,1433,,
Norte,AM,,13,,,,2020-05-19,21,4144597.0,22132,1491,,
Norte,AM,,13,,,,2020-05-20,21,4144597.0,23704,1561,,
Norte,AM,,13,,,,2020-05-21,21,4144597.0,25367,1620,,
Norte,AM,,13,,,,2020-05-22,21,4144597.0,27038,1669,,
Norte,AM,,13,,,,2020-05-23,21,4144597.0,28802,1744,,
Norte,AM,,13,,,,2020-05-24,22,4144597.0,29867,1758,,
Norte,RR,,14,,,,2020-03-22,13,605761.0,2,0,,
Norte,RR,,14,,,,2020-03-23,13,605761.0,2,0,,
Norte,RR,,14,,,,2020-03-24,13,605761.0,2,0,,
Norte,RR,,14,,,,2020-03-25,13,605761.0,8,0,,
Norte,RR,,14,,,,2020-03-26,13,605761.0,8,0,,
Norte,RR,,14,,,,2020-03-27,13,605761.0,10,0,,
Norte,RR,,14,,,,2020-03-28,13,605761.0,12,0,,
Norte,RR,,14,,,,2020-03-29,14,605761.0,16,0,,
Norte,RR,,14,,,,2020-03-30,14,605761.0,16,0,,
Norte,RR,,14,,,,2020-03-31,14,605761.0,16,0,,
Norte,RR,,14,,,,2020-04-01,14,605761.0,22,0,,
Norte,RR,,14,,,,2020-04-02,14,605761.0,26,0,,
Norte,RR,,14,,,,2020-04-03,14,605761.0,30,0,,
Norte,RR,,14,,,,2020-04-04,14,605761.0,37,1,,
Norte,RR,,14,,,,2020-04-05,15,605761.0,42,1,,
Norte,RR,,14,,,,2020-04-06,15,605761.0,42,1,,
Norte,RR,,14,,,,2020-04-07,15,605761.0,42,1,,
Norte,RR,,14,,,,2020-04-08,15,605761.0,49,1,,
Norte,RR,,14,,,,2020-04-09,15,605761.0,52,1,,
Norte,RR,,14,,,,2020-04-10,15,605761.0,63,3,,
Norte,RR,,14,,,,2020-04-11,15,605761.0,75,3,,
Norte,RR,,14,,,,2020-04-12,16,605761.0,79,3,,
Norte,RR,,14,,,,2020-04-13,16,605761.0,83,3,,
Norte,RR,,14,,,,2020-04-14,16,605761.0,113,3,,
Norte,RR,,14,,,,2020-04-15,16,605761.0,114,3,,
Norte,RR,,14,,,,2020-04-16,16,605761.0,142,3,,
Norte,RR,,14,,,,2020-04-17,16,605761.0,164,3,,
Norte,RR,,14,,,,2020-04-18,16,605761.0,201,3,,
Norte,RR,,14,,,,2020-04-19,17,605761.0,222,3,,
Norte,RR,,14,,,,2020-04-20,17,605761.0,244,3,,
Norte,RR,,14,,,,2020-04-21,17,605761.0,247,3,,
Norte,RR,,14,,,,2020-04-22,17,605761.0,280,3,,
Norte,RR,,14,,,,2020-04-23,17,605761.0,297,3,,
Norte,RR,,14,,,,2020-04-24,17,605761.0,304,3,,
Norte,RR,,14,,,,2020-04-25,17,605761.0,345,3,,
Norte,RR,,14,,,,2020-04-26,18,605761.0,401,4,,
Norte,RR,,14,,,,2020-04-27,18,605761.0,407,4,,
Norte,RR,,14,,,,2020-04-28,18,605761.0,425,6,,
Norte,RR,,14,,,,2020-04-29,18,605761.0,452,6,,
Norte,RR,,14,,,,2020-04-30,18,605761.0,519,7,,
Norte,RR,,14,,,,2020-05-01,18,605761.0,602,8,,
Norte,RR,,14,,,,2020-05-02,18,605761.0,668,9,,
Norte,RR,,14,,,,2020-05-03,19,605761.0,740,11,,
Norte,RR,,14,,,,2020-05-04,19,605761.0,806,11,,
Norte,RR,,14,,,,2020-05-05,19,605761.0,869,11,,
Norte,RR,,14,,,,2020-05-06,19,605761.0,932,13,,
Norte,RR,,14,,,,2020-05-07,19,605761.0,1020,14,,
Norte,RR,,14,,,,2020-05-08,19,605761.0,1124,16,,
Norte,RR,,14,,,,2020-05-09,19,605761.0,1202,18,,
Norte,RR,,14,,,,2020-05-10,20,605761.0,1290,21,,
Norte,RR,,14,,,,2020-05-11,20,605761.0,1295,24,,
Norte,RR,,14,,,,2020-05-12,20,605761.0,1328,27,,
Norte,RR,,14,,,,2020-05-13,20,605761.0,1411,29,,
Norte,RR,,14,,,,2020-05-14,20,605761.0,1500,37,,
Norte,RR,,14,,,,2020-05-15,20,605761.0,1589,40,,
Norte,RR,,14,,,,2020-05-16,20,605761.0,1706,49,,
Norte,RR,,14,,,,2020-05-17,21,605761.0,1791,51,,
Norte,RR,,14,,,,2020-05-18,21,605761.0,1876,60,,
Norte,RR,,14,,,,2020-05-19,21,605761.0,1985,61,,
Norte,RR,,14,,,,2020-05-20,21,605761.0,2067,64,,
Norte,RR,,14,,,,2020-05-21,21,605761.0,2146,72,,
Norte,RR,,14,,,,2020-05-22,21,605761.0,2306,83,,
Norte,RR,,14,,,,2020-05-23,21,605761.0,2374,81,,
Norte,RR,,14,,,,2020-05-24,22,605761.0,2439,84,,
Norte,PA,,15,,,,2020-03-19,12,8602865.0,1,0,,
Norte,PA,,15,,,,2020-03-20,12,8602865.0,2,0,,
Norte,PA,,15,,,,2020-03-21,12,8602865.0,2,0,,
Norte,PA,,15,,,,2020-03-22,13,8602865.0,4,0,,
Norte,PA,,15,,,,2020-03-23,13,8602865.0,5,0,,
Norte,PA,,15,,,,2020-03-24,13,8602865.0,5,0,,
Norte,PA,,15,,,,2020-03-25,13,8602865.0,7,0,,
Norte,PA,,15,,,,2020-03-26,13,8602865.0,13,0,,
Norte,PA,,15,,,,2020-03-27,13,8602865.0,13,0,,
Norte,PA,,15,,,,2020-03-28,13,8602865.0,17,0,,
Norte,PA,,15,,,,2020-03-29,14,8602865.0,18,0,,
Norte,PA,,15,,,,2020-03-30,14,8602865.0,21,0,,
Norte,PA,,15,,,,2020-03-31,14,8602865.0,32,0,,
Norte,PA,,15,,,,2020-04-01,14,8602865.0,40,1,,
Norte,PA,,15,,,,2020-04-02,14,8602865.0,46,1,,
Norte,PA,,15,,,,2020-04-03,14,8602865.0,50,1,,
Norte,PA,,15,,,,2020-04-04,14,8602865.0,80,1,,
Norte,PA,,15,,,,2020-04-05,15,8602865.0,86,1,,
Norte,PA,,15,,,,2020-04-06,15,8602865.0,102,3,,
Norte,PA,,15,,,,2020-04-07,15,8602865.0,138,5,,
Norte,PA,,15,,,,2020-04-08,15,8602865.0,167,6,,
Norte,PA,,15,,,,2020-04-09,15,8602865.0,168,7,,
Norte,PA,,15,,,,2020-04-10,15,8602865.0,170,9,,
Norte,PA,,15,,,,2020-04-11,15,8602865.0,217,10,,
Norte,PA,,15,,,,2020-04-12,16,8602865.0,246,13,,
Norte,PA,,15,,,,2020-04-13,16,8602865.0,270,15,,
Norte,PA,,15,,,,2020-04-14,16,8602865.0,323,19,,
Norte,PA,,15,,,,2020-04-15,16,8602865.0,384,21,,
Norte,PA,,15,,,,2020-04-16,16,8602865.0,438,24,,
Norte,PA,,15,,,,2020-04-17,16,8602865.0,557,26,,
Norte,PA,,15,,,,2020-04-18,16,8602865.0,640,33,,
Norte,PA,,15,,,,2020-04-19,17,8602865.0,685,34,,
Norte,PA,,15,,,,2020-04-20,17,8602865.0,902,35,,
Norte,PA,,15,,,,2020-04-21,17,8602865.0,1026,38,,
Norte,PA,,15,,,,2020-04-22,17,8602865.0,1195,43,,
Norte,PA,,15,,,,2020-04-23,17,8602865.0,1267,53,,
Norte,PA,,15,,,,2020-04-24,17,8602865.0,1446,75,,
Norte,PA,,15,,,,2020-04-25,17,8602865.0,1579,86,,
Norte,PA,,15,,,,2020-04-26,18,8602865.0,1867,100,,
Norte,PA,,15,,,,2020-04-27,18,8602865.0,2128,114,,
Norte,PA,,15,,,,2020-04-28,18,8602865.0,2262,129,,
Norte,PA,,15,,,,2020-04-29,18,8602865.0,2422,137,,
Norte,PA,,15,,,,2020-04-30,18,8602865.0,2876,208,,
Norte,PA,,15,,,,2020-05-01,18,8602865.0,3176,235,,
Norte,PA,,15,,,,2020-05-02,18,8602865.0,3460,273,,
Norte,PA,,15,,,,2020-05-03,19,8602865.0,3863,309,,
Norte,PA,,15,,,,2020-05-04,19,8602865.0,4125,330,,
Norte,PA,,15,,,,2020-05-05,19,8602865.0,4472,369,,
Norte,PA,,15,,,,2020-05-06,19,8602865.0,5017,392,,
Norte,PA,,15,,,,2020-05-07,19,8602865.0,5524,410,,
Norte,PA,,15,,,,2020-05-08,19,8602865.0,6141,515,,
Norte,PA,,15,,,,2020-05-09,19,8602865.0,6775,578,,
Norte,PA,,15,,,,2020-05-10,20,8602865.0,7256,652,,
Norte,PA,,15,,,,2020-05-11,20,8602865.0,7563,708,,
Norte,PA,,15,,,,2020-05-12,20,8602865.0,8616,864,,
Norte,PA,,15,,,,2020-05-13,20,8602865.0,9618,946,,
Norte,PA,,15,,,,2020-05-14,20,8602865.0,10867,1063,,
Norte,PA,,15,,,,2020-05-15,20,8602865.0,12109,1145,,
Norte,PA,,15,,,,2020-05-16,20,8602865.0,13184,1199,,
Norte,PA,,15,,,,2020-05-17,21,8602865.0,13864,1239,,
Norte,PA,,15,,,,2020-05-18,21,8602865.0,14734,1329,,
Norte,PA,,15,,,,2020-05-19,21,8602865.0,16295,1519,,
Norte,PA,,15,,,,2020-05-20,21,8602865.0,18135,1633,,
Norte,PA,,15,,,,2020-05-21,21,8602865.0,19756,1852,,
Norte,PA,,15,,,,2020-05-22,21,8602865.0,21469,1937,,
Norte,PA,,15,,,,2020-05-23,21,8602865.0,22697,2001,,
Norte,PA,,15,,,,2020-05-24,22,8602865.0,24125,2148,,
Norte,AP,,16,,,,2020-03-20,12,845731.0,1,0,,
Norte,AP,,16,,,,2020-03-21,12,845731.0,1,0,,
Norte,AP,,16,,,,2020-03-22,13,845731.0,1,0,,
Norte,AP,,16,,,,2020-03-23,13,845731.0,1,0,,
Norte,AP,,16,,,,2020-03-24,13,845731.0,1,0,,
Norte,AP,,16,,,,2020-03-25,13,845731.0,1,0,,
Norte,AP,,16,,,,2020-03-26,13,845731.0,2,0,,
Norte,AP,,16,,,,2020-03-27,13,845731.0,2,0,,
Norte,AP,,16,,,,2020-03-28,13,845731.0,4,0,,
Norte,AP,,16,,,,2020-03-29,14,845731.0,4,0,,
Norte,AP,,16,,,,2020-03-30,14,845731.0,8,0,,
Norte,AP,,16,,,,2020-03-31,14,845731.0,10,0,,
Norte,AP,,16,,,,2020-04-01,14,845731.0,11,0,,
Norte,AP,,16,,,,2020-04-02,14,845731.0,11,0,,
Norte,AP,,16,,,,2020-04-03,14,845731.0,19,0,,
Norte,AP,,16,,,,2020-04-04,14,845731.0,28,1,,
Norte,AP,,16,,,,2020-04-05,15,845731.0,29,2,,
Norte,AP,,16,,,,2020-04-06,15,845731.0,34,2,,
Norte,AP,,16,,,,2020-04-07,15,845731.0,48,2,,
Norte,AP,,16,,,,2020-04-08,15,845731.0,107,2,,
Norte,AP,,16,,,,2020-04-09,15,845731.0,128,2,,
Norte,AP,,16,,,,2020-04-10,15,845731.0,166,2,,
Norte,AP,,16,,,,2020-04-11,15,845731.0,193,3,,
Norte,AP,,16,,,,2020-04-12,16,845731.0,230,5,,
Norte,AP,,16,,,,2020-04-13,16,845731.0,242,5,,
Norte,AP,,16,,,,2020-04-14,16,845731.0,307,6,,
Norte,AP,,16,,,,2020-04-15,16,845731.0,334,7,,
Norte,AP,,16,,,,2020-04-16,16,845731.0,362,9,,
Norte,AP,,16,,,,2020-04-17,16,845731.0,370,10,,
Norte,AP,,16,,,,2020-04-18,16,845731.0,393,10,,
Norte,AP,,16,,,,2020-04-19,17,845731.0,416,11,,
Norte,AP,,16,,,,2020-04-20,17,845731.0,433,13,,
Norte,AP,,16,,,,2020-04-21,17,845731.0,457,13,,
Norte,AP,,16,,,,2020-04-22,17,845731.0,479,14,,
Norte,AP,,16,,,,2020-04-23,17,845731.0,548,16,,
Norte,AP,,16,,,,2020-04-24,17,845731.0,633,18,,
Norte,AP,,16,,,,2020-04-25,17,845731.0,685,19,,
Norte,AP,,16,,,,2020-04-26,18,845731.0,798,21,,
Norte,AP,,16,,,,2020-04-27,18,845731.0,842,26,,
Norte,AP,,16,,,,2020-04-28,18,845731.0,918,28,,
Norte,AP,,16,,,,2020-04-29,18,845731.0,1016,31,,
Norte,AP,,16,,,,2020-04-30,18,845731.0,1080,34,,
Norte,AP,,16,,,,2020-05-01,18,845731.0,1121,37,,
Norte,AP,,16,,,,2020-05-02,18,845731.0,1187,40,,
Norte,AP,,16,,,,2020-05-03,19,845731.0,1482,43,,
Norte,AP,,16,,,,2020-05-04,19,845731.0,1733,49,,
Norte,AP,,16,,,,2020-05-05,19,845731.0,1931,55,,
Norte,AP,,16,,,,2020-05-06,19,845731.0,2046,56,,
Norte,AP,,16,,,,2020-05-07,19,845731.0,2199,61,,
Norte,AP,,16,,,,2020-05-08,19,845731.0,2322,66,,
Norte,AP,,16,,,,2020-05-09,19,845731.0,2493,69,,
Norte,AP,,16,,,,2020-05-10,20,845731.0,2613,72,,
Norte,AP,,16,,,,2020-05-11,20,845731.0,2671,73,,
Norte,AP,,16,,,,2020-05-12,20,845731.0,2910,86,,
Norte,AP,,16,,,,2020-05-13,20,845731.0,3005,94,,
Norte,AP,,16,,,,2020-05-14,20,845731.0,3428,101,,
Norte,AP,,16,,,,2020-05-15,20,845731.0,3630,103,,
Norte,AP,,16,,,,2020-05-16,20,845731.0,3834,108,,
Norte,AP,,16,,,,2020-05-17,21,845731.0,3952,119,,
Norte,AP,,16,,,,2020-05-18,21,845731.0,4023,127,,
Norte,AP,,16,,,,2020-05-19,21,845731.0,4310,136,,
Norte,AP,,16,,,,2020-05-20,21,845731.0,4549,142,,
Norte,AP,,16,,,,2020-05-21,21,845731.0,5188,151,,
Norte,AP,,16,,,,2020-05-22,21,845731.0,5655,157,,
Norte,AP,,16,,,,2020-05-23,21,845731.0,6091,162,,
Norte,AP,,16,,,,2020-05-24,22,845731.0,6353,163,,
Norte,TO,,17,,,,2020-03-19,12,1572866.0,1,0,,
Norte,TO,,17,,,,2020-03-20,12,1572866.0,1,0,,
Norte,TO,,17,,,,2020-03-21,12,1572866.0,2,0,,
Norte,TO,,17,,,,2020-03-22,13,1572866.0,2,0,,
Norte,TO,,17,,,,2020-03-23,13,1572866.0,5,0,,
Norte,TO,,17,,,,2020-03-24,13,1572866.0,7,0,,
Norte,TO,,17,,,,2020-03-25,13,1572866.0,7,0,,
Norte,TO,,17,,,,2020-03-26,13,1572866.0,7,0,,
Norte,TO,,17,,,,2020-03-27,13,1572866.0,8,0,,
Norte,TO,,17,,,,2020-03-28,13,1572866.0,9,0,,
Norte,TO,,17,,,,2020-03-29,14,1572866.0,9,0,,
Norte,TO,,17,,,,2020-03-30,14,1572866.0,10,0,,
Norte,TO,,17,,,,2020-03-31,14,1572866.0,11,0,,
Norte,TO,,17,,,,2020-04-01,14,1572866.0,12,0,,
Norte,TO,,17,,,,2020-04-02,14,1572866.0,12,0,,
Norte,TO,,17,,,,2020-04-03,14,1572866.0,12,0,,
Norte,TO,,17,,,,2020-04-04,14,1572866.0,14,0,,
Norte,TO,,17,,,,2020-04-05,15,1572866.0,17,0,,
Norte,TO,,17,,,,2020-04-06,15,1572866.0,17,0,,
Norte,TO,,17,,,,2020-04-07,15,1572866.0,19,0,,
Norte,TO,,17,,,,2020-04-08,15,1572866.0,23,0,,
Norte,TO,,17,,,,2020-04-09,15,1572866.0,23,0,,
Norte,TO,,17,,,,2020-04-10,15,1572866.0,23,0,,
Norte,TO,,17,,,,2020-04-11,15,1572866.0,23,0,,
Norte,TO,,17,,,,2020-04-12,16,1572866.0,25,0,,
Norte,TO,,17,,,,2020-04-13,16,1572866.0,26,0,,
Norte,TO,,17,,,,2020-04-14,16,1572866.0,26,0,,
Norte,TO,,17,,,,2020-04-15,16,1572866.0,26,1,,
Norte,TO,,17,,,,2020-04-16,16,1572866.0,29,1,,
Norte,TO,,17,,,,2020-04-17,16,1572866.0,31,1,,
Norte,TO,,17,,,,2020-04-18,16,1572866.0,33,1,,
Norte,TO,,17,,,,2020-04-19,17,1572866.0,33,1,,
Norte,TO,,17,,,,2020-04-20,17,1572866.0,34,1,,
Norte,TO,,17,,,,2020-04-21,17,1572866.0,37,1,,
Norte,TO,,17,,,,2020-04-22,17,1572866.0,37,1,,
Norte,TO,,17,,,,2020-04-23,17,1572866.0,37,2,,
Norte,TO,,17,,,,2020-04-24,17,1572866.0,43,2,,
Norte,TO,,17,,,,2020-04-25,17,1572866.0,50,2,,
Norte,TO,,17,,,,2020-04-26,18,1572866.0,58,2,,
Norte,TO,,17,,,,2020-04-27,18,1572866.0,67,2,,
Norte,TO,,17,,,,2020-04-28,18,1572866.0,79,2,,
Norte,TO,,17,,,,2020-04-29,18,1572866.0,116,3,,
Norte,TO,,17,,,,2020-04-30,18,1572866.0,137,3,,
Norte,TO,,17,,,,2020-05-01,18,1572866.0,164,3,,
Norte,TO,,17,,,,2020-05-02,18,1572866.0,191,4,,
Norte,TO,,17,,,,2020-05-03,19,1572866.0,246,4,,
Norte,TO,,17,,,,2020-05-04,19,1572866.0,267,6,,
Norte,TO,,17,,,,2020-05-05,19,1572866.0,303,7,,
Norte,TO,,17,,,,2020-05-06,19,1572866.0,351,9,,
Norte,TO,,17,,,,2020-05-07,19,1572866.0,423,9,,
Norte,TO,,17,,,,2020-05-08,19,1572866.0,494,9,,
Norte,TO,,17,,,,2020-05-09,19,1572866.0,572,9,,
Norte,TO,,17,,,,2020-05-10,20,1572866.0,688,11,,
Norte,TO,,17,,,,2020-05-11,20,1572866.0,747,12,,
Norte,TO,,17,,,,2020-05-12,20,1572866.0,828,14,,
Norte,TO,,17,,,,2020-05-13,20,1572866.0,932,21,,
Norte,TO,,17,,,,2020-05-14,20,1572866.0,1029,23,,
Norte,TO,,17,,,,2020-05-15,20,1572866.0,1179,24,,
Norte,TO,,17,,,,2020-05-16,20,1572866.0,1279,27,,
Norte,TO,,17,,,,2020-05-17,21,1572866.0,1382,31,,
Norte,TO,,17,,,,2020-05-18,21,1572866.0,1496,32,,
Norte,TO,,17,,,,2020-05-19,21,1572866.0,1646,38,,
Norte,TO,,17,,,,2020-05-20,21,1572866.0,1809,42,,
Norte,TO,,17,,,,2020-05-21,21,1572866.0,1976,47,,
Norte,TO,,17,,,,2020-05-22,21,1572866.0,2205,49,,
Norte,TO,,17,,,,2020-05-23,21,1572866.0,2430,51,,
Norte,TO,,17,,,,2020-05-24,22,1572866.0,2591,52,,
Nordeste,MA,,21,,,,2020-03-21,12,7075181.0,1,0,,
Nordeste,MA,,21,,,,2020-03-22,13,7075181.0,2,0,,
Nordeste,MA,,21,,,,2020-03-23,13,7075181.0,2,0,,
Nordeste,MA,,21,,,,2020-03-24,13,7075181.0,8,0,,
Nordeste,MA,,21,,,,2020-03-25,13,7075181.0,8,0,,
Nordeste,MA,,21,,,,2020-03-26,13,7075181.0,10,0,,
Nordeste,MA,,21,,,,2020-03-27,13,7075181.0,13,0,,
Nordeste,MA,,21,,,,2020-03-28,13,7075181.0,14,0,,
Nordeste,MA,,21,,,,2020-03-29,14,7075181.0,16,0,,
Nordeste,MA,,21,,,,2020-03-30,14,7075181.0,23,1,,
Nordeste,MA,,21,,,,2020-03-31,14,7075181.0,31,1,,
Nordeste,MA,,21,,,,2020-04-01,14,7075181.0,52,1,,
Nordeste,MA,,21,,,,2020-04-02,14,7075181.0,71,1,,
Nordeste,MA,,21,,,,2020-04-03,14,7075181.0,81,1,,
Nordeste,MA,,21,,,,2020-04-04,14,7075181.0,88,1,,
Nordeste,MA,,21,,,,2020-04-05,15,7075181.0,96,2,,
Nordeste,MA,,21,,,,2020-04-06,15,7075181.0,133,2,,
Nordeste,MA,,21,,,,2020-04-07,15,7075181.0,172,4,,
Nordeste,MA,,21,,,,2020-04-08,15,7075181.0,230,11,,
Nordeste,MA,,21,,,,2020-04-09,15,7075181.0,273,12,,
Nordeste,MA,,21,,,,2020-04-10,15,7075181.0,293,16,,
Nordeste,MA,,21,,,,2020-04-11,15,7075181.0,344,21,,
Nordeste,MA,,21,,,,2020-04-12,16,7075181.0,398,24,,
Nordeste,MA,,21,,,,2020-04-13,16,7075181.0,445,27,,
Nordeste,MA,,21,,,,2020-04-14,16,7075181.0,478,32,,
Nordeste,MA,,21,,,,2020-04-15,16,7075181.0,630,34,,
